store,categories,description
default,Products/Outdoor Furniture Retailers,"<p>Rattan outdoor furniture retailers offer quality lawn, patio, resort, hotel and country club decor. We are indirect contact with our outdoor furniture retailers, double checking each rattan strand and ensuring our furniture maintains its excellence. We keep all of our customers satisfied by having our outdoor furniture retailers provide handcrafted sofas, dining sets and sectionals designed for low-maintenance and all-weather protection. Our resin is made from Viro high-density, polyethylene and sustains its vibrant appearance longer than the competition. Our outdoor furniture retailers work hard so your furniture will continue to last for years to come. Our rustproof, powder-coated aluminum frames are resistant to the weather elements, and clearly show that we take pride in all of our products. With high-resilient (HR) foam-cushioning wrapped in Allure fabric, our outdoor furniture retailers only sell premium rattan furniture.</p><p>We have searched the world over for the best rattan outdoor furniture retailers to deliver you environmentally friendly products. Our outdoor furniture retailers send forth the best options in outdoor living and offer amazing options for your patios, decks and yards. From our sofas to our umbrellas, there is not a product sold by our rattan outdoor furniture retailers which we would not want in our own homes. Give us a call today and discover what we have, as our outdoor furniture retailers are the best in the business.</p><p>Call us at (888) 555-5555 to have all your rattan outdoor furniture retailers questions answered or to order your outdoor furniture today. We also respond promptly to all emails sent to sales@rattanoutdoorfurniture.com.</p>"
default,Products/Outdoor Living,"<p>Complete the cozy expression of comfort and luxury in your yard with our rattan outdoor living furniture collection. Your house has just become a home as you surround your entire property in visually inspiring outdoor living space. Place benches in your flower garden and our sofa complimented by lounge chairs around your outdoor fire pit. Rattan outdoor living furniture combines the comfort of indoor warmth and the wonders of the great outdoors. Rattan outdoor living furniture will transform your lawn into the tropics or make your apartment rooftop a beachside haven.</p><p>Our rattan outdoor living furniture collection has an impressive range of selection with durability coming standard. All our rattan outdoor living products are made with the strength of solid aluminum frames and firmly fastened Viro resin strands made of high-density polyethylene (HDPE). Out company&#039;s innovating materials will not crack, chip, peel, splinter or absorb moisture. Our rattan outdoor living Allure fabric inhibits fading, so vibrancy remains for years to come. Even our comfortable contoured seating can be enhanced with the addition of DACRON wrapped back cushions. With bold colors and breathtaking design, each rattan outdoor living furniture set completes your patio, deck or pool area. Order outdoor living furniture online today by clicking the &quot;buy now&quot; tab.</p><p>Become the royal family of your terrain by engaging in outdoor living today. We are just a call away at (888) 555-5555 or email us 24-hours a day at sales@rattanoutdoorfurniture.com.</p>"
default,Products/Outdoor Modular Furniture,"<p>Want a great way to add flare to your home that will impress your guests? Our outdoor modular furniture is the key to doing so. When you arrange outdoor modular furniture around your decks, porches, yards, and verandas, you create the ultimate area for socialization, as guests will be amazed by how practical and aesthetically pleasing your outdoor modular furniture actually is.</p><p>Whether you&#039;re meeting with clients from work or catching up with old college buddies, outdoor modular furniture will bring you the natural look of rattan furniture without the upkeep of natural rattan. Our outdoor modular furniture is built to withstand undesirable seasonal elements and refrain from cracking, chipping, or peeling. The strength and reliability of our outdoor modular furniture is thanks to the high-density polyethylene RAUCORD resin strands that have been hand-woven with diligence by our master craftsmen, and these resin strands are supported by our all-weather, 100% powder-coated aluminum frames.</p><p>Our outdoor modular furniture pieces offer comfortable contoured seating with welting on the cushions that you can choose to have match or contrast the rest of the cushions, which have a high indentation load deflection (ILD) to provide utmost comfort. The fabric of the cushioning for our outdoor modular furniture is made from our Allure line, which minimizes color fading with UV resistance, or you can upgrade to our Sunbrella line for more customization options. How can you order outdoor modular furniture from our company now? All you have to do is call us at (888) 555-5555 or send an email to sales@rattanoutdoorfurniture.com.</p>"
default,Products/Outdoor Patio Furniture,"<p>Our luxurious rattan outdoor patio furniture comes in an assortment of designs sure to compliment all of your home decor. Conversation becomes effortless with our affordable lounge chairs placed in between a finely constructed table. Outdoor patio furniture combines the traditional weave with contemporary style. Suitable for all of your outdoor needs, our outdoor patio furniture will enhance your daily life and bring personality to outdoor settings. Our Viro rattan finishes will keep each strand protected from the everyday elements while making a striking statement. Our outdoor patio furniture is equipped with UV and moisture protected cushions, made from the top-of-the-line Allure fabrics. Outdoor patio furniture is designed to keep a smile on your face year-after-year with its low maintenance materials and vibrant shine.</p><p>Rattan outdoor patio furniture comes in arrangements ranging from the simplest of deck chairs and end tables to our lavish patio bar set. Purchasing rattan outdoor furniture welcomes warmth into any deck, patio or porch. We sell high-end outdoor furniture that is sure to keep you satisfied with each purchase. Are you a dealer or designer? Call us today to receive hospitality rates on all of our rattan outdoor patio furniture. Our sales representatives are standing by for your call. Dial us toll-free at (888) 555-5555 or drop us an email at sales@rattanoutdoorfurniture.com. We look forward to helping you create your very own outdoor patio masterpiece.</p>"
default,Products/Outdoor Patio Furniture Collections,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outdoor Patio Furniture Covers,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outdoor Patio Furniture for Sale,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outdoor Patio Furniture Manufacturers,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outdoor Patio Furniture Sets,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outdoor Patio Storage,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outdoor Patio Wholesale Furniture,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outdoor Patio Woven Furniture,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outdoor Screens,"<p>Do you ever get the desire to go outside and relax on your rattan furniture but find the sights and sounds of those around you distracting? Outdoor screens are not only visually appealing, but they are also the perfect means for enacting privacy around pools, patios, or porches. Whether you use our outdoor screens to create a more intimate and conversational furniture area for friends and family or to sunbathe by the pool without feeling self-conscious, these outdoor screens will enhance any outside setting with their distinctly decorative accents. Handcrafted from light-weight yet strong resin material, you can count on our outdoor screens to stand against the wind alongside our other rattan furniture without losing their aesthetic qualities. We offer traditional folding outdoor screens or ones that can be rolled up, though all of our outdoor screens are 100% hand-woven and allow sunlight to still shine through. Our rattan outdoor screens come in myriad designs and styles. Many customers have enjoyed our outdoor screens with honeycomb or diamond weaves, while others have been rather fond of our outdoor screens with angled corners or arched tops. You can even add sophistication to your location with room dividers that have features resembling bamboo.</p><p>Are you hunting for rattan furniture that will last over time? All of our outdoor screens are made with a rustproof frame and the resin stays free of splinters so that these products will be usable for endless seasons. Meanwhile, outdoor screens will also help shield your other rattan furniture from the elements. We guarantee that your investment in our outdoor screens will be more than worthwhile, so please don&#039;t hesitate to call one of our available associates at (888) 555-5555 or email us at sales@rattanoutdoorfurniture.com. We always have outdoor screens in-stock for you.</p>"
default,Products/Outdoor Seating,"<p>Experience comfort and durability when you relax on our company&#039;s rattan outdoor seating. Create memorable family gatherings, garden parties and beach club banquets with our stylish outdoor seating padded in high-density foam cushioning. Rattan Outdoor Furniture only uses the industry&#039;s leading materials when designing our outdoor seating. All-weather, powder-coated, high-grade aluminum frames and high-density polyethylene RAUCORD resin have been proven to stand strong to all of the elements and give the look of natural rattan without the maintenance. Order your outdoor seating by choosing from exciting combinations of our unique in-stock collections, or look through our online swatch book, and customize your outdoor seating in full bright colors.</p><p>Like our outdoor seating but want the addition of stripes or other patterns? Not a problem, we offer our valued customers many options from Sunbrella fabric colors to contrasting welting. Our superior outdoor seating comes in a variety of designs and features, such as stackable in-stock options or the addition of accessories. We cater to customers of all types, from individual to commercial use. Rattan Outdoor Furniture wants to make every outdoor seating purchase unique and satisfactory. Add modern flare to your resort, hotel, or beach club with rattan outdoor seating and relax in knowing our furniture is sold at the lowest price on the market, guaranteed!</p><p>Purchase your outdoor seating today; we make it as quick and easy as calling (888) 555-5555 or clicking the &quot;buy now&quot; icon. Contact Rattan Outdoor Furniture through email at sales@rattanoutdoorfurniture.com.</p>"
default,Products/Outdoor Tables and Bases,"<p>Are you looking for high-quality rattan furniture that will hold your possessions with style? Then you&#039;ve come to the right company, as we provide you with outdoor tables and bases that will be the envy of your friends and family. Our outdoor tables and bases are ideal for any porches, decks, patios, yards, pool sides, or other areas outside that you have rattan furniture arrangements. Whether you want more sophisticated styles of outdoor tables and bases or something more laid back, you can find outdoor tables and bases that will fit any setting.</p><p>Each of our outdoor tables and bases feature tempered glass tops and 100% powder-coated aluminum frames for strength that you can depend on. Our master craftsmen hand weave each strand of all-weather, high-density, polyethylene RAUCORD resin with the utmost care so that no peeling, cracking, or chipping will occur in your outdoor tables and bases overtime. We want to give you the stylish look of rattan without the hassle of regular maintenance, and our outdoor tables and bases come shining through with flying colors.</p><p>Is there any extra sealing, painting, or staining required? No, and there is little to no assembly necessary overall. Because customer satisfaction is our number one priority, we want your experience with ordering outdoor tables and bases from us to be as easy as possible, which is why we ship outdoor tables and bases directly to you within 24-hours of purchasing. Just call us at (888) 555-5555 or email our expert staff at sales@rattanoutdoorfurniture.com.</p>"
default,Products/Outdoor Two Seater,"<p>Are you looking for ideal rattan furniture pieces that are perfect for couples? We offer outdoor two seaters that are great for establishing intimate sitting arrangements around patios, decks, beaches, or pools. When used in resorts or other hospitality facilities, our outdoor two seaters give vacationing couples the opportunity to sit closely together and perhaps enjoy the company of other couples. With outdoor two seaters, you can have double dates at home so that you don&#039;t have to deal with the obnoxious noise aspects of public venues.</p><p>Our outdoor two seaters are constructed with rustproof, powder-coated aluminum frames and all-weather, high-density, polyethylene Viro resin strands that will stand up against strong winds or heavy rain to stay preserved and usable for years. Little to no assembly is required with our outdoor two seaters and they need no extra staining, painting, or sealing on your part like rattan furniture from other companies usually does. Not only do you get the best reliability from our outdoor two seaters, but you get the best comfort as well, especially considering that our high-resilience (HR) cushioning features such a great indentation load deflection (ILD).</p><p>What options do you have concerning the design of the fabric? Our outdoor two seaters come standard with our UV-resistant Allure line that prevents color fading, but you can also upgrade to our Sunbrella customization choices. All outdoor two seaters are shipped within 24-hours of purchase, so call now at (888) 555-5555 or email us any of your questions to sales@rattanoutdoorfurniture.com.</p>"
default,Products/Outdoor Wicker Essentials,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Outside Furniture,"<p>Rattan outside furniture encourages you to indulge in the high life without denting your budget. Enjoy a summertime outside party while sitting on your chic black sectional accompanied with red cushions and throw pillows. Browse through our large selection of outside sofas, coffee tables, deck chairs and accessories. Our rattan outside furniture is rich in color and variety. Our finishes will provide a breakage-free shine and vibrant cushions in a wide array of shades. Rattan outside furniture is of great value for any budget, as it will last for years ahead. Our cushion&#039;s Allure fabric, is the industry leader in mildew and fade-resistance outside furniture textiles.</p><p>Rattan outside furniture will enable you to create an outdoor living or dining room right in your back yard. Furnish your patio with our fine outside dining set for five to six people and finish it off with our sun shading umbrella. Rattan outside furniture is waiting for you. Discover the comfort of the summer night breeze as you roast marshmallows in your outdoor fireplace on your sofa accented with a dark finish. Place matching end tables on each side of your couch and a coffee table in the front. You will find any excuse to lounge on your outside rattan patio furniture.</p><p>Your rattan outside furniture is now a phone call or click away. Dial (888) 555-5555 today or have your answered questions online at, sales@rattanoutdoorfurniture.com.</p>"
default,Products/Outside Patio Furniture,"<p>Rattan outside patio furniture offers more than just your typical outdoor table and chairs, adding serenity to any space. Quality rattan outside patio furniture will become the favorite place to gather with family and friends, curl up to a good book or find an intimate setting with your loved ones. Sit back in a reclining chaise lounge or plan an Hawaiian luau featuring our patio bar set. Our sturdy outside patio furniture that is rich in color and variety, is constructed with pliable, breakage free Viro resin and high resilient (HR) foam cushions. Our cushion&#039;s Allure fabric, is the industry&#039;s leader in mildew and fade-resistance. Discounted outside patio furniture is a great value for any budget and is easily found online.</p><p>Ordering your rattan outside patio furniture is as easy as picking up the phone and speaking to one of our quality representatives. We service everyone&#039;s outside patio furniture needs from dealers, designers, hospitality and individual orders. Rest assure, there won&#039;t be a doubt in your mind of the premium outside patio furniture we provide and our well constructed durable materials. Browse through our online store and order tangible samples, so you can experience the enigmatic expression of our outside patio furniture for yourself. Hurry because, your rattan outside patio furniture is just a phone call away. Dial (888) 555-5555 or have your answered questions online with our easily accessible email, sales@rattanoutdoorfurniture.com.</p>"
default,Products/Patio Chairs,"<p>Rattan outdoor patio chairs are not your ordinary deck chairs. Their high durability combined with cushions of comfort, will embed a feeling of home to everyone who sits down. Patio chairs are dependable with rustproof aluminum frames and 100% hand-woven high quality high density polyethylene resin. We want you to pick and choose finishes, fabric colors and amenities to customize the perfect rattan outdoor patio chairs for your next barbeque. We have adjustable headrests, with the addition of accessories and wheels. Patio chairs come with durable Allure fabric cushions making this an ideal choice for outdoor relaxation. Accented with a pool or bordered in palm trees, patio chairs and furniture create optimal lounging in resorts and hotels across the country.</p><p>Rattan outdoor patio chairs collections are not just for the individual buyers, we cater to all yacht clubs, hotels, motels, restaurants, resorts and everyone in the hospitality businesses. Talk with our representatives to get started on all of your high volume orders. Choose from our customized or in-stock patio chairs and you&#039;ll find out why our customer service is number one. Rattan outdoor patio chairs furniture sets can be ordered today and are shipped directly to your door. Call us at (888) 555-5555 or email us at sales@rattanoutdoorfurniture.com. Your rattan outdoor patio chairs will delivered to you with little or no assembly required.</p>"
default,Products/Patio Furniture,"<p>Offering quality and discounts, our outdoor rattan patio furniture is marked at the lowest prices on the market, guaranteed. Selling quality patio furniture at rates everyone can afford is our top priority. Discover the serenity of the natural world by purchasing rattan outdoor patio furniture from us worry-free. Colors and finishes available in all shades, are made to be combined in a variety of stylish designs. Items in our stunning patio furniture lines are made from the sturdy, rustproof, aluminum frames and Allure covered cushions that will not fade in the patio sunlight or become damaged in the rain. Unique rattan outdoor patio furniture goes beyond tables and chairs and into handcrafted accessories. Glance at the options in our patio furniture accessory line and discover how easy it is to add life to your outdoors.</p><p>Finding a piece from our rattan patio furniture collection awakes your inner designer and is listed at astonishing low prices. Purchasing outdoor rattan patio furniture, through us means you can quickly and easily browse through our large selection. Browse through our website and quickly obtain your completed patio in no time at all. Our certified customer service representatives are always available to assist in all your patio furniture needs. Dial (888) 555-5555 today or send an email to sales@rattanoutdoorfurniture.com, and we&#039;ll get you started on your rattan outdoor patio furniture order.</p>"
default,Products/Patio Furniture Clearance,"<p>Participating in our rattan patio outdoor furniture clearance means you&#039;re getting the best deals on all of your outdoor furniture and accessories. Through our patio furniture clearance you get high-end outdoor furniture with deep discounts on all of your purchases. Find luxurious sofas and stylish outdoor tables just by browsing through our online selection. We have low priced patio furniture clearance items to fit into every budget, taste and style. Discounted patio furniture clearance prices are hard to beat and continue our mission to brighten your patio with the lowest price on the market. From our five piece sectionals to our Allure fabric umbrellas, each handcrafted patio furniture clearance item is constructed to resist all seasonal wear and tear. Our powder-coated, aluminum frames will hold to the harshest of unpredictable weather conditions. All purchases from our unique patio furniture clearance, have warranty options to put even more money back into your pocket.</p><p>Rattan patio furniture clearance items are even more than a bargain for designers, dealers and hospitality owners. We offer the lowest prices for all of your high volume outdoor furniture purchases. From loveseats to the smallest of baskets, you&#039;ll find rattan patio furniture clearance products to complete your showroom or for creating five star outdoor dining. We are proud to continue our outdoor rattan patio furniture clearance sales. For questions, contact us at (888) 555-5555 or by email, sales@rattanoutdoorfurniture.com.</p>"
default,Products/Patio Sets,"<p>Take one look at our rattan outdoor furniture and you will definitely see why we continue to lead the market. Our high-quality furniture is priced at rock bottom prices. Our furniture designed with our very own exclusive Allure fabric, which won&#039;t fade in the sun or warp in the rain. Our synthetic Viro resin is crafted for low-maintenance and all-weather protection while being firmly fastened to our powder-coated, high-grade aluminum frames. However, durability is just the beginning as you browse through our online swatch book and find the perfect combination of color and fashion. Add contrasting welting and cushioning to all of your pillows or go for a traditional blending of neutral colorings. Celebrate the joy of the outdoors all-year-round, and discover what all of our customers already have, that our rattan outdoor furniture makes your yard extraordinary.</p><p>Your satisfaction is what keeps us growing as a company and makes rattan outdoor furniture a prized presentation for any home, hotel, restaurant or yacht club. Our expertly trained staff is willing to answer all of your rattan outdoor furniture questions and assist you in making an online purchase. We offer quick shipping options with in-stock furniture orders, or you can customize each furniture piece online.</p><p>We are happy to take your call today at (888) 555-5555 or email us all of your rattan outdoor furniture inquiries at sales@rattanoutdoorfurniture.com. Whether you&#039;re ordering online or on the phone, we want every furniture transaction to be satisfactory.</p>"
default,Products/Patio Wicker Furniture,"<p>Offering quality and discounts, our outdoor patio wicker furniture is marked at the lowest prices on the market, guaranteed. Selling quality patio wicker furniture at discounts everyone can afford is our top priority. Discover the serenity of natural wicker without the high maintenance by purchasing outdoor patio wicker furniture weaved from Viro resin. Fabrics and finishes available in all shades, are made to be combined in a variety of stylish designs. Items in our stunning patio wicker furniture lines are made from sturdy, rustproof aluminum frames and our exclusive Allure fabrics that will resist fading in the sunlight and prohibits moisture absorption. Unique outdoor patio wicker furniture goes beyond tables and chairs and into our handcrafted accessories. Glance at the wide array of options in our patio wicker furniture collection and discover how easy it is to add life to your outdoors.</p><p>Finding a piece from our patio wicker furniture sets awakes your inner designer and is listed at astonishing low prices. Browse through our website and quickly obtain your completed patio wicker furniture online purchase in no time at all. Choose from customization or in-stock patio wicker furniture options readily available for quick shipping. Our certified customer service representatives are always available to assist in all of your patio wicker furniture needs. Dial (888) 555-5555 today or send an email to sales@rattanoutdoorfurniture.com, and soon you&#039;ll discover the luxury of patio wicker furniture ownership.</p>"
default,Products/Pool Furniture,"<p>Need to find the latest designs in pool furniture? Whether your looking to enhance the look of your surroundings or find long lasting, maintenance-free pool furniture we have many high-quality furnishings. Our company&#039;s pool furniture is eco-friendly with powder-coated aluminum frames, woven with the latest design techniques by master craftsmen who skillfully weave every individual product into a masterpiece. We use the highly sought after Viro rattan, which will extend our company&#039;s pool furniture for many years beyond any of our competitors products. We have various buying options from in-stock products to customized cushions and accessories. Our company offers the lowest competitive pricing on the entire web &quot;guaranteed&quot; and we give you 60 days to price match any of our pool furniture. Like our style but looking for another line of cushioning? Not a problem, we offer our valued customers many options from Sunbrella fabric colors to contrasting welting.</p><p>Our company&#039;s promise is to make each customer satisfied with their purchase and put you at ease knowing you purchased the highest quality of pool furniture at the lowest price. We own and manufacturer all of our products and have the best known warranty on the market. Our rattan outdoor pool furniture can be purchase simply by clicking the &quot;buy now&quot; tab or calling one of our knowledgeable sales representatives at (888) 555-5555. Leave us a email and we will contact you promptly, sales@rattanoutdoorfurniure.com.</p>"
